customer_id,name,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
253,Joseph Schmidt,36-45,Married,3,1,12,M,-0.01,848,131.17,1.0,-12.47,1,223909.04,1707
254,Erica Oconnell,70+,Single,1,0,3,F,-0.2,723,95.29,1.0,-186.82,6,91094.91,956
255,Michael Saunders,26-35,Married,2,0,4,M,0.0,246,121.52,1.0,0.0,0,33417.86,275
256,Brenda Thompson,26-35,Married,3,1,4,F,-0.49,171,94.61,1.04,-144.56,6,28192.49,311
257,Matthew Spears,26-35,Married,5,3,5,M,-0.62,652,105.44,1.07,-708.53,23,119782.95,1212
258,Kenneth Williamson,36-45,Single,1,0,8,M,-0.03,402,75.15,1.04,-17.8,2,38627.46,532
259,Kelly Washington,36-45,Married,3,1,9,M,-0.27,1653,134.68,1.05,-743.74,6,370091.54,2892
260,Daisy Jenkins,36-45,Married,5,3,5,F,-0.38,216,99.03,1.09,-117.54,3,30601.77,337
261,Matthew Jones,56-70,Married,2,0,5,M,-1.19,93,158.07,1.0,-130.85,5,17387.23,110
262,Brandy Holland,26-35,Married,2,0,3,F,-0.02,670,129.22,1.02,-19.59,1,150925.52,1194
263,Aaron Richards,26-35,Single,1,0,5,M,-0.07,345,76.66,1.23,-35.62,1,41242.22,660
264,Calvin Adams,46-55,Single,1,0,5,M,-0.66,321,147.74,1.0,-262.7,3,58799.62,398
265,Ashley Wagner,18-25,Single,2,1,3,F,-2.65,713,92.47,1.02,-2723.87,109,95057.11,1049
266,Stephen Kane,56-70,Married,5,3,4,M,-0.56,194,82.66,1.0,-145.69,3,21409.2,259
267,Matthew Cherry,36-45,Married,2,0,1,M,-0.16,540,127.99,1.05,-117.37,6,95990.19,788
268,Sarah Brooks,70+,Married,2,0,2,F,-1.06,437,82.83,1.0,-709.89,16,55495.9,672
269,Larry Weber,46-55,Single,1,0,7,M,-0.02,371,90.4,1.13,-19.59,1,79104.01,990
270,Russell Manning,36-45,Married,2,0,1,M,-0.1,391,89.35,1.02,-56.1,4,50928.12,584
271,Timothy Hamilton,36-45,Married,3,1,4,M,-0.03,706,104.33,1.05,-31.16,2,126236.06,1266
272,Jennifer Green,56-70,Single,1,0,6,F,-1.04,234,121.91,1.04,-286.74,10,33646.07,286
273,Robert Yang,46-55,Single,1,0,5,M,0.0,448,101.72,1.0,0.0,0,57673.55,567
274,Alicia Ray,46-55,Married,2,0,10,F,-2.09,746,101.62,1.11,-2051.65,79,99996.18,1088
275,Michael Moore,46-55,Married,5,3,8,M,-0.03,660,86.76,1.0,-37.4,2,109573.46,1263
276,Debra Richardson,46-55,Married,2,0,5,F,-0.76,597,97.5,1.15,-922.55,53,118950.83,1409
277,Christina Gonzalez,18-25,Married,2,0,5,F,-0.07,658,76.31,1.0,-80.14,3,84095.62,1102
278,Tony Wilson,70+,Married,2,0,6,M,-0.99,137,103.89,1.01,-158.15,3,16519.23,161
279,William Torres,18-25,Single,1,0,3,M,-0.25,438,106.76,1.02,-160.29,3,68327.76,650
280,Madison Williamson,26-35,Married,4,2,8,F,0.0,139,79.3,1.0,0.0,0,16652.88,210
281,Diane Ali,36-45,Married,3,1,2,F,0.0,526,90.88,1.0,0.0,0,93058.67,1025
282,Anna Powell,46-55,Married,3,1,6,F,0.0,322,113.98,1.0,0.0,0,47643.2,418
283,Alex Joyce,26-35,Married,5,3,5,M,-1.4,684,125.88,1.03,-1582.34,47,142744.07,1165
284,Tammie Sanchez,36-45,Married,2,0,5,F,-1.43,357,104.21,1.0,-785.21,27,57109.82,548
285,Theresa Brown,46-55,Single,1,0,1,F,0.0,68,111.88,1.0,0.0,0,11635.7,104
286,Michelle Fischer,46-55,Single,1,0,5,F,-0.03,155,98.28,1.0,-12.47,1,45109.41,459
287,Kevin Kramer,26-35,Single,2,1,2,M,-0.76,328,88.54,1.05,-304.2,10,35239.21,417
288,Samantha Flores,46-55,Married,2,0,3,F,-0.79,269,90.64,1.0,-395.02,13,45137.46,498
289,Brett Carson,46-55,Married,2,0,6,M,-0.09,385,126.0,1.0,-55.21,3,77614.86,616
290,Sarah Hernandez,70+,Married,2,0,3,F,0.0,214,110.86,1.01,0.0,0,33147.11,302
291,Kristina Phillips,46-55,Married,2,0,12,F,0.0,167,82.44,1.0,0.0,0,33304.3,404
292,Michelle Bailey,26-35,Single,2,1,1,F,0.0,226,105.83,1.02,0.0,0,30160.28,291
293,Zachary Davis,56-70,Single,1,0,4,M,-0.51,915,94.12,1.0,-866.58,27,160282.6,1703
294,Alex Martin,18-25,Single,2,1,5,M,-0.39,724,143.37,1.0,-425.66,9,155264.33,1087
295,Rebecca Jones,56-70,Married,2,0,4,F,-2.79,293,85.89,1.02,-1091.22,26,33584.71,399
296,Dennis Hubbard,18-25,Single,1,0,1,M,-0.4,97,133.92,1.0,-81.92,4,27185.71,203
297,Jerry Sanchez,70+,Single,1,0,3,M,-0.65,132,76.42,1.06,-110.42,6,13068.45,182
298,Jeffrey Franklin,70+,Single,1,0,7,M,-0.28,290,107.17,1.0,-89.05,4,34081.09,318
299,John Allen,26-35,Married,3,1,6,M,-0.63,330,109.08,1.13,-446.23,14,77443.58,801
300,Kenneth Mccarthy,70+,Married,2,0,5,M,-4.45,540,90.62,1.02,-3516.34,152,71587.39,804
301,Robert Young,18-25,Married,2,0,2,M,-0.25,360,106.89,1.0,-106.5,1,44895.4,420
302,Holly Johnson,36-45,Married,3,1,12,F,-0.43,602,103.13,1.0,-436.34,8,104780.38,1020
303,Christy Johnson,46-55,Single,1,0,6,F,-1.39,931,108.83,1.0,-2193.59,90,171184.55,1579
304,Ashley Gutierrez,70+,Married,3,1,4,F,-0.06,231,113.13,1.04,-26.71,1,53172.27,488
305,Brian Bates,36-45,Married,5,3,4,M,-0.63,1087,129.02,1.0,-1131.8,35,231593.86,1795
306,Maurice Clark,46-55,Single,1,0,5,M,0.0,347,91.46,1.08,0.0,0,51859.48,613
307,Christina Williams,70+,Married,2,0,9,F,-0.4,330,89.82,1.0,-153.16,5,34759.82,387
308,Julie Cantu,70+,Married,3,1,5,F,-0.06,316,102.93,1.0,-26.71,1,42716.18,415
309,Michael Cherry,26-35,Single,1,0,5,M,-0.5,400,87.79,1.0,-260.02,7,45298.74,516
310,Adam Cardenas,46-55,Married,2,0,1,M,-0.43,549,103.6,1.07,-316.06,10,75835.96,781
311,Anthony Wright,26-35,Married,5,3,11,M,-0.75,397,95.46,1.0,-400.72,4,50880.84,533
312,Vicki Dean,46-55,Married,2,0,10,F,0.0,303,97.17,1.0,0.0,0,35757.45,369
313,Marcus Mcdonald,46-55,Single,1,0,4,M,-0.43,398,109.56,1.0,-222.62,4,56093.97,512
314,Keith Shaw,26-35,Married,2,0,2,M,-0.4,440,101.05,1.0,-240.43,3,60933.44,606
315,Pamela Smith,36-45,Single,1,0,3,F,-1.03,448,85.14,1.15,-802.69,19,66153.72,896
316,Barbara Brooks,56-70,Single,1,0,9,F,-0.01,584,94.72,1.08,-8.9,1,84583.93,963
317,Randall Bond MD,36-45,Married,5,3,6,M,-4.08,502,96.32,1.0,-3436.12,160,81098.05,842
318,Ashley Phillips,46-55,Married,2,0,6,F,0.0,527,120.9,1.07,0.0,0,82938.83,734
319,Marc Green,46-55,Married,2,0,5,M,-1.0,716,107.08,1.07,-1439.9,45,154191.78,1539
320,Tina Lyons,56-70,Single,1,0,5,F,-0.46,480,105.33,1.02,-449.52,29,102805.11,1000
321,Emma Price,36-45,Married,3,1,5,F,-0.17,414,112.13,1.0,-89.05,2,60099.82,536
322,Maria Norman,46-55,Single,1,0,4,F,0.0,187,94.15,1.0,0.0,0,20901.34,222
323,Veronica Turner,26-35,Married,2,0,3,F,-0.03,436,85.4,1.0,-17.81,1,50643.09,593
324,Nancy Ellis,36-45,Single,1,0,6,F,-0.09,753,99.68,1.0,-94.39,3,102366.34,1028
325,Stephanie Peterson,46-55,Single,1,0,5,F,-0.12,274,82.76,1.02,-47.37,1,32357.21,399
326,Veronica Richardson,36-45,Single,3,1,5,F,0.0,180,124.41,1.0,0.0,0,26623.34,214
327,Frank Nelson,36-45,Married,3,1,12,M,-0.4,1131,88.17,1.04,-727.0,15,159242.52,1886
328,Catherine Ramirez,46-55,Married,2,0,8,F,-0.47,426,88.36,1.06,-400.72,7,74925.29,895
329,Mark Pineda,46-55,Married,2,0,6,M,-1.62,604,169.19,1.0,-1841.55,27,192882.02,1142
330,John Norris,36-45,Single,1,0,8,M,0.0,217,78.88,1.0,0.0,0,34705.62,440
331,Jason Rogers,26-35,Married,3,1,5,M,0.0,350,87.58,1.0,0.0,0,37923.42,433
332,Isaac Bradford,26-35,Married,5,3,4,M,-0.07,635,107.57,1.03,-55.21,2,83367.33,797
333,Edward Nguyen,46-55,Married,2,0,6,M,-2.59,604,97.42,1.0,-2383.83,70,89529.02,919
334,Victoria Sanders,26-35,Married,2,0,8,F,-1.18,198,108.73,1.0,-265.35,14,24463.21,225
335,Kimberly Wallace,36-45,Married,5,3,4,F,-0.13,330,81.72,1.0,-73.02,3,45765.55,561
336,Daniel Johnson,70+,Single,1,0,4,M,-0.74,374,91.62,1.07,-543.02,15,66972.11,784
337,Christine Taylor,26-35,Single,1,0,5,F,-0.48,332,127.51,1.0,-213.72,3,56357.35,444
338,Ashley Mckee,46-55,Single,1,0,5,F,-0.1,500,99.98,1.06,-65.89,3,66285.75,706
339,Rebecca Lowe,46-55,Single,1,0,5,F,-0.08,276,112.4,1.0,-53.43,3,78228.97,696
340,Marcus Aguirre,36-45,Married,4,2,2,M,-0.06,400,85.11,1.0,-29.68,1,44342.16,521
341,Natalie Carson,36-45,Married,2,0,5,F,-0.34,254,129.12,1.0,-97.94,4,36926.97,287
342,Christopher Moore,46-55,Single,1,0,9,M,-0.1,372,104.42,1.0,-59.37,2,60562.12,580
343,Jacqueline Allen,46-55,Single,1,0,4,F,0.0,294,50.22,1.0,0.0,0,28525.24,568
344,Lisa Key,46-55,Married,3,1,8,F,-0.16,381,79.73,1.0,-80.14,3,39945.73,502
345,David Smith,46-55,Single,1,0,5,M,0.0,244,123.54,1.0,0.0,0,35827.07,290
346,Matthew Russell,36-45,Married,2,0,9,M,-0.02,473,118.73,1.01,-13.36,1,80263.71,682
347,Thomas Ross,26-35,Single,1,0,5,M,-0.04,259,124.25,1.01,-14.25,1,46220.58,374
348,Meagan Daniel,26-35,Single,1,0,4,F,-0.18,405,91.08,1.03,-101.52,6,50275.0,571
349,Jessica Richmond,36-45,Married,3,1,4,F,-0.04,217,96.88,1.0,-24.58,1,66268.78,684
350,George Bailey,70+,Single,1,0,2,M,-0.14,397,97.57,1.01,-62.33,2,44100.34,455
351,Stephanie Meyer,36-45,Married,3,1,1,F,-0.2,444,79.16,1.01,-160.3,7,62377.47,792
352,Linda Walker,46-55,Married,2,0,5,F,-0.27,282,95.37,1.09,-164.92,9,57987.28,661
353,James Hoffman,36-45,Single,2,1,6,M,-0.14,674,109.69,1.01,-128.24,5,101902.89,934
354,Rhonda Wilson,18-25,Single,1,0,12,F,-0.03,253,112.4,1.0,-12.47,1,46756.5,416
355,Gabriel Sanford,46-55,Married,2,0,6,M,-0.12,967,92.63,1.01,-189.05,6,150609.96,1644
356,Todd Calhoun,36-45,Single,5,3,2,M,0.0,342,97.75,1.0,0.0,0,56598.12,579
357,Erin Jones,18-25,Married,2,0,4,F,-0.05,894,105.59,1.06,-64.11,3,134525.24,1349
358,Andrew Contreras,70+,Married,2,0,6,M,0.0,285,131.28,1.02,0.0,0,51069.83,396
359,Michelle Foster,26-35,Married,3,1,3,F,-0.36,422,96.41,1.05,-191.99,4,50903.96,555
360,Kristen Walters,46-55,Single,1,0,5,F,-0.17,256,75.59,1.05,-53.42,2,23809.56,331
361,Sarah Taylor,18-25,Single,1,0,3,F,0.0,323,88.2,1.01,0.0,0,50540.89,578
362,Taylor Romero,18-25,Single,1,0,5,M,-0.07,851,91.08,1.0,-108.64,2,136619.16,1500
363,Kelly King,36-45,Married,3,1,12,F,-0.13,714,137.26,1.01,-154.58,5,164845.93,1217
364,Sarah Martin,56-70,Single,1,0,2,F,-0.28,149,109.27,1.0,-44.52,1,17264.57,158
365,Charles Gomez,70+,Married,2,0,8,M,0.0,271,99.47,1.0,0.0,0,34615.92,349
366,James Perez,46-55,Married,2,0,6,M,-0.8,418,126.25,1.04,-523.6,10,82567.69,679
367,Michael Todd,36-45,Married,3,1,6,M,-6.27,747,109.79,1.02,-7896.29,293,138229.78,1283
368,Alexandra Morrison,36-45,Single,1,0,5,F,-0.04,1199,95.35,1.02,-103.3,4,241619.47,2581
369,Donna Wells,56-70,Married,2,0,4,F,-0.02,527,112.44,1.01,-17.81,1,87814.42,789
370,Rodney Mcfarland,46-55,Married,2,0,5,M,-0.51,554,114.58,1.0,-437.95,19,98651.77,861
371,Patrick Mcgrath,26-35,Single,1,0,5,M,-0.02,447,115.09,1.01,-12.47,1,63298.54,554
372,Patricia Vega,46-55,Married,2,0,7,F,-0.36,109,163.75,1.01,-73.01,3,33405.95,206
373,Linda Simon,26-35,Married,3,1,4,F,-0.17,682,93.17,1.0,-169.2,3,90936.44,980
374,Lisa Reed,46-55,Married,3,1,8,F,-0.08,528,148.98,1.02,-51.95,2,102202.48,702
375,Justin White,36-45,Single,1,0,2,M,0.0,339,130.66,1.0,0.0,0,59581.64,456
376,Alexandra Davis,46-55,Single,1,0,8,F,-0.4,146,130.55,1.17,-71.24,1,23237.97,209
377,Kimberly Mckenzie,18-25,Married,3,1,4,F,-0.13,653,92.81,1.03,-139.8,5,102744.84,1145
378,Mark White,36-45,Married,5,3,5,M,-0.78,988,96.46,1.08,-1380.24,48,170254.62,1902
379,Amanda Martin,18-25,Single,1,0,1,F,-0.35,1347,120.46,1.01,-946.4,20,321875.91,2690
380,Lisa Roberts,46-55,Married,2,0,7,F,-0.32,419,106.55,1.02,-169.2,3,56152.94,537
381,Sara Allen,26-35,Married,3,1,4,F,-0.24,465,99.08,1.0,-140.52,4,58654.37,592
382,James Sims,46-55,Married,3,1,2,M,0.0,267,142.02,1.0,0.0,0,61495.95,433
383,Vickie King,18-25,Single,2,1,1,F,-0.1,646,88.31,1.0,-88.87,2,81331.58,921
384,Rose Weber,36-45,Single,1,0,3,F,-0.64,372,93.35,1.02,-382.91,16,55634.34,606
385,Samantha Brown,26-35,Single,1,0,3,F,-3.27,456,114.79,1.08,-2173.44,84,76220.79,716
386,Roy Mcmillan,36-45,Married,4,2,7,M,0.0,681,98.93,1.04,0.0,0,107540.54,1132
387,James Russell,46-55,Single,1,0,5,M,0.0,600,78.12,1.06,0.0,0,74679.53,1014
388,Allison Peterson,26-35,Single,1,0,4,F,0.0,215,115.99,1.0,0.0,0,45467.77,392
389,Michael Shelton,26-35,Married,4,2,6,M,-1.48,659,91.38,1.06,-1815.99,46,112393.84,1298
390,Lauren Diaz,46-55,Single,1,0,4,F,0.0,543,99.87,1.01,0.0,0,71707.89,725
391,Chad Gonzalez,46-55,Single,1,0,8,M,-0.35,602,76.79,1.04,-352.98,14,77172.1,1047
392,Ryan Hall,26-35,Single,5,3,3,M,-0.27,488,107.88,1.0,-252.9,5,102812.77,953
393,Julie Lawson DVM,46-55,Single,1,0,5,F,-1.2,303,83.72,1.01,-568.14,6,39683.09,481
394,Thomas Carter,46-55,Single,3,1,5,M,-0.07,383,95.08,1.02,-44.52,1,64940.98,699
395,Ariel Hill,36-45,Married,4,2,2,F,-0.36,291,85.7,1.0,-242.21,8,56903.16,664
396,Brian Ferguson,70+,Married,3,1,8,M,-0.16,655,92.73,1.12,-186.42,7,107936.42,1301
397,Amanda Castro,46-55,Single,1,0,4,F,-0.09,248,110.4,1.0,-41.86,3,53435.34,484
398,John Gonzalez,36-45,Single,1,0,2,M,-0.52,341,132.72,1.0,-220.84,6,56138.86,424
399,Bonnie Hawkins,46-55,Married,3,1,4,F,-0.23,412,118.67,1.04,-142.48,5,73931.75,650
400,Angela Best,46-55,Single,1,0,5,F,-0.09,578,82.55,1.06,-91.72,3,82135.77,1050
401,Michelle Johnson,36-45,Married,3,1,4,F,-1.86,529,96.42,1.21,-1646.65,72,85233.6,1067
402,Angela Dunlap,70+,Married,3,1,7,F,-0.11,623,84.97,1.09,-187.0,4,145724.18,1864
403,Brianna Lopez,46-55,Single,1,0,3,F,-1.62,510,92.95,1.04,-1025.62,43,58933.19,657
404,Kimberly Lee,36-45,Single,1,0,3,F,-2.47,595,106.77,1.04,-2693.23,64,116381.28,1133
405,Brenda Love,36-45,Married,2,0,6,F,0.0,306,120.32,1.0,0.0,0,50054.28,416
406,Daniel Scott,26-35,Single,1,0,3,M,0.0,47,141.52,1.0,0.0,0,11745.84,83
407,Christina Brown,36-45,Married,2,0,6,F,-0.13,1007,72.93,1.01,-259.67,10,147099.74,2035
408,Mark Smith,46-55,Married,2,0,5,M,-0.22,396,95.25,1.0,-125.56,4,54767.12,576
409,Shannon Lutz,56-70,Married,2,0,5,F,-0.22,622,101.93,1.11,-237.58,10,110803.34,1212
410,Sarah Hall,26-35,Married,2,0,5,F,0.0,124,89.16,1.0,0.0,0,16226.61,182
411,Lindsey Parker,46-55,Single,1,0,4,F,-0.12,472,84.96,1.03,-89.05,3,60576.18,734
412,Willie Orr,46-55,Married,2,0,3,M,-0.32,1284,109.88,1.0,-762.26,18,262507.32,2389
413,Kathryn Griffin,36-45,Single,1,0,1,F,-0.03,372,128.1,1.01,-17.81,1,66869.9,525
414,Rebecca Price,70+,Married,2,0,6,F,-0.42,566,81.35,1.03,-471.6,15,90782.22,1149
415,Stephen Garcia,26-35,Married,2,0,5,M,-0.37,404,87.45,1.06,-178.1,2,42238.17,510
416,Douglas Irwin,36-45,Married,4,2,5,M,-1.63,609,113.97,1.09,-1410.82,46,98353.98,942
417,Jessica Murphy,36-45,Married,2,0,3,F,-0.11,351,95.11,1.0,-60.55,3,50410.43,530
418,Robert Mendoza,36-45,Single,4,2,1,M,-0.05,1021,97.45,1.07,-89.05,2,183490.62,2020
419,Katie Galloway,36-45,Married,2,0,3,F,-0.25,362,103.39,1.0,-126.44,6,53040.48,513
420,Manuel Leonard,26-35,Married,3,1,4,M,-0.04,634,106.85,1.0,-40.07,2,110055.11,1030
421,Jared Aguilar,56-70,Married,2,0,5,M,-0.29,917,113.48,1.03,-414.25,11,164438.22,1497
422,Caitlyn Adkins,46-55,Single,1,0,5,F,0.0,440,177.18,1.0,0.0,0,200925.82,1134
423,Anthony Weber,46-55,Married,2,0,4,M,-0.21,149,136.68,1.0,-53.43,2,35263.55,258
424,Gavin Gibson,46-55,Single,1,0,4,M,-1.37,525,97.26,1.01,-1050.44,17,74308.75,769
425,Anthony Key,70+,Single,1,0,1,M,-0.13,87,102.87,1.0,-17.81,1,13990.3,136
426,Sara Medina,26-35,Single,1,0,7,F,-0.03,827,132.58,1.01,-44.52,2,170900.26,1301
427,Laurie Valencia,56-70,Married,3,1,4,F,-1.23,680,100.52,1.04,-1246.68,43,101925.23,1055
428,Bradley King,36-45,Single,1,0,4,M,-0.25,333,121.94,1.15,-160.29,10,79020.03,745
429,Laurie Grant,36-45,Married,2,0,3,F,-0.59,336,86.88,1.03,-296.83,6,43962.95,520
430,Nicholas Kelley,70+,Married,2,0,6,M,-0.01,615,98.7,1.0,-8.9,1,89620.29,908
431,Julie Smith,36-45,Married,2,0,5,F,-0.55,329,89.22,1.06,-413.79,25,66736.78,793
432,John White DVM,46-55,Married,2,0,6,M,-0.19,910,95.15,1.0,-391.64,6,194286.63,2042
433,Lisa Keller,46-55,Single,1,0,5,F,-1.53,869,125.19,1.0,-2137.34,53,175139.14,1399
434,Sydney Brown,46-55,Single,1,0,5,F,-0.15,491,89.17,1.0,-124.67,2,74901.02,840
435,Cynthia Beck,36-45,Single,1,0,5,F,-0.3,209,126.18,1.01,-160.29,5,66748.72,532
436,Ross Rogers,70+,Married,2,0,8,M,-1.01,534,96.42,1.14,-822.45,28,78289.9,927
437,Jessica Castro,26-35,Single,1,0,2,F,0.0,491,82.49,1.01,0.0,0,52874.32,649
438,Gregory Williamson,36-45,Married,2,0,1,M,-0.06,569,94.46,1.01,-71.24,2,111274.5,1188
439,Matthew Martin,36-45,Married,3,1,6,M,-0.5,388,97.07,1.0,-297.41,17,57465.9,592
440,Diana Harding,36-45,Married,3,1,8,F,-0.12,497,129.84,1.0,-71.24,1,78165.67,602
441,Mary Lyons,70+,Single,1,0,2,F,-0.09,523,124.27,1.06,-64.11,4,91217.75,776
442,Steven Weiss,46-55,Married,5,3,6,M,0.0,370,107.61,1.0,0.0,0,60475.01,562
443,Mark Figueroa,70+,Single,1,0,4,M,-0.19,298,103.87,1.05,-137.13,5,75303.79,758
444,Linda Taylor,46-55,Married,2,0,2,F,-0.12,960,115.31,1.0,-163.85,6,163742.07,1420
445,Sarah Williams,26-35,Married,2,0,5,F,0.0,164,106.03,1.0,0.0,0,41138.1,388
446,Zachary Baker,36-45,Single,3,2,4,M,-0.05,697,94.16,1.05,-71.24,2,123449.87,1371
447,April Rocha,36-45,Married,2,0,5,F,-0.41,1214,117.35,1.08,-862.7,36,246437.23,2260
448,John Andrews,18-25,Married,3,1,5,M,-0.07,470,100.21,1.04,-44.52,2,63433.7,656
449,Karen Potts,70+,Single,1,0,4,F,-0.12,252,83.96,1.01,-35.62,2,24683.65,298
450,Matthew Thomas,46-55,Married,2,0,5,M,-0.32,839,120.83,1.12,-473.86,14,177618.34,1642
451,Emily Marks,56-70,Married,2,0,1,F,-0.23,280,113.64,1.01,-98.04,2,47956.21,426
452,Jon Payne,26-35,Married,2,0,5,M,-0.11,517,102.73,1.05,-141.76,6,138176.97,1418
453,Patrick Rodriguez,70+,Single,2,1,2,M,-0.17,703,117.84,1.12,-233.31,7,162269.19,1542
454,Justin Barnett,36-45,Married,2,0,5,M,0.0,199,110.5,1.0,0.0,0,35137.47,318
455,Mary Flores,46-55,Single,2,1,5,F,0.0,613,110.32,1.02,0.0,0,79653.01,734
456,Pam Baker,26-35,Married,5,3,7,F,-0.04,1252,123.26,1.12,-104.48,4,295583.04,2675
457,Crystal Morrison,36-45,Married,4,2,7,F,0.0,421,106.65,1.0,0.0,0,56099.52,526
458,Sarah Morales,46-55,Single,2,1,4,F,-0.15,723,87.54,1.0,-173.94,4,99091.73,1132
459,Jason Graham,26-35,Married,2,0,4,M,-0.69,638,89.29,1.01,-640.71,26,83310.54,942
460,John Moore,70+,Married,2,0,5,M,-0.53,915,113.17,1.01,-1097.09,33,232103.75,2081
461,Clifford Rodriguez,56-70,Married,3,1,2,M,-0.86,352,93.82,1.0,-591.3,19,64733.24,690
462,Jennifer Ellis,56-70,Married,2,0,2,F,-1.36,467,85.78,1.01,-829.8,23,52325.33,614
463,William Roberts,46-55,Married,5,3,6,M,-3.25,182,91.56,1.02,-728.42,29,20509.29,228
464,Daniel Holden,46-55,Married,5,3,3,M,-1.47,2040,89.27,1.04,-6063.05,220,369053.18,4314
465,Blake Young,26-35,Married,3,1,4,M,0.0,89,193.96,1.0,0.0,0,35300.99,182
466,Brandon Phillips,36-45,Married,2,0,5,M,-0.58,698,109.83,1.01,-654.5,24,123780.54,1140
467,Victor Sanchez,46-55,Single,1,0,3,M,-0.2,554,74.05,1.0,-276.06,8,102852.06,1389
468,Ashley Woodward,56-70,Married,2,0,4,F,-0.04,320,104.69,1.0,-17.81,1,41874.09,400
469,Courtney Bradshaw,18-25,Single,1,0,4,F,-0.04,550,99.59,1.0,-44.52,1,109452.94,1099
470,Christopher Rosario,18-25,Married,3,1,4,M,-0.02,896,98.51,1.1,-39.19,3,202740.39,2266
471,Brandi Morgan,18-25,Married,3,1,5,F,0.0,252,104.65,1.0,0.0,0,31812.86,304
472,Brandi Wilson,46-55,Married,2,0,5,F,0.0,97,120.93,1.0,0.0,0,23702.96,196
473,Michelle Hammond,46-55,Married,2,0,4,F,-0.35,501,105.67,1.08,-215.74,6,65094.98,664
474,Tammy Fitzgerald,56-70,Married,4,2,6,F,-0.31,501,88.61,1.02,-266.55,12,77268.3,888
475,Timothy Vaughan,46-55,Married,2,0,6,M,-1.26,210,82.15,1.0,-713.65,9,46414.89,565
476,Daryl Moore,36-45,Married,5,3,7,M,0.0,146,108.21,1.04,0.0,0,18827.8,181
477,Stephanie Barnes,70+,Married,2,0,2,F,0.0,268,101.83,1.0,0.0,0,29836.31,293
478,Nicole Kane,36-45,Married,5,3,7,F,-0.03,477,86.18,1.0,-17.81,1,56192.32,652
479,Gerald Welch,46-55,Married,2,0,10,M,-0.03,771,90.9,1.0,-44.52,2,117618.64,1294
480,Eric Duncan,70+,Married,3,1,5,M,-0.06,398,91.81,1.01,-35.62,2,53250.29,586
481,Wendy Barker,36-45,Married,4,2,2,F,-0.71,724,60.82,1.01,-1322.03,30,113545.34,1880
482,Ronald Cruz,26-35,Married,4,2,8,M,-0.04,274,84.16,1.01,-17.81,1,37365.42,449
483,Scott Williams,70+,Married,2,0,8,M,-1.54,570,99.18,1.07,-1130.33,53,72798.18,784
484,Dawn Tucker,70+,Married,2,0,8,F,-0.04,877,89.67,1.0,-62.33,2,156384.85,1744
485,Natalie Perkins,56-70,Married,2,0,7,F,-0.36,196,97.35,1.0,-92.26,2,25115.84,258
486,Amy Thomas,46-55,Single,3,1,1,F,-0.02,454,94.28,1.0,-11.13,1,57509.36,612
487,Clinton Sims,26-35,Single,1,0,4,M,0.0,214,88.73,1.01,0.0,0,26175.27,298
488,Richard Mcintyre,36-45,Married,2,0,6,M,0.0,543,96.05,1.11,0.0,0,65893.59,763
489,Rose Mccarthy,70+,Married,2,0,2,F,-0.07,130,113.74,1.0,-14.25,1,23998.79,211
490,Gina Alvarez,36-45,Single,1,0,5,F,-0.83,466,82.99,1.85,-623.35,15,62245.13,1387
491,Kathryn Turner,26-35,Married,2,0,4,F,-0.43,327,111.32,1.03,-183.73,7,47312.91,436
492,Tyler Mendoza,46-55,Married,2,0,4,M,0.0,159,128.97,1.0,0.0,0,27341.28,212
493,Patricia Washington,36-45,Married,2,0,4,F,-0.46,187,128.25,1.0,-142.48,1,40014.67,313
494,Angela Dean,26-35,Married,5,3,8,F,-0.8,839,111.66,1.05,-991.47,22,138574.38,1297
495,Sharon Simmons,36-45,Married,2,0,8,F,-0.01,1090,103.69,1.04,-19.59,1,163311.42,1640
496,Joshua Gallagher,26-35,Single,1,0,5,M,-0.09,427,96.91,1.0,-64.11,3,69195.51,715
497,Samantha Casey,36-45,Married,5,3,5,F,-1.11,391,102.17,1.04,-539.9,21,49656.77,506
498,Janet Whitehead,46-55,Married,2,0,9,F,-0.4,912,114.45,1.0,-644.37,20,182435.33,1594
499,Carol Briggs,36-45,Married,2,0,5,F,-0.14,735,76.89,1.06,-215.49,8,117866.2,1620
500,Rebecca Benson DDS,46-55,Single,1,0,4,F,0.0,348,79.55,1.0,0.0,0,35478.17,448
501,Kendra Griffin,46-55,Single,1,0,5,F,-0.09,1021,83.38,1.0,-178.8,6,175019.74,2100
502,Henry James,26-35,Married,4,2,6,M,-0.03,465,95.95,1.0,-17.81,1,64480.74,675
503,Barbara West,46-55,Married,3,1,4,F,-0.38,310,95.98,1.04,-239.82,12,60276.3,651
504,Charles Reyes,70+,Married,3,1,8,M,0.0,408,135.5,1.0,0.0,0,70322.66,519
505,Robin Powers,56-70,Married,2,0,9,F,0.0,109,86.65,1.0,0.0,0,15076.44,174
506,Brenda Obrien,46-55,Married,2,0,7,F,-0.22,257,105.27,1.09,-89.05,4,43581.02,453
507,Michelle Bass,70+,Married,2,0,6,F,0.0,179,100.45,1.14,0.0,0,32445.94,369
